slug,title,cat,clicks,impressions,merchant,network,current_url,your_affiliate_url
switched-on-insurance-phone-insurance,Switched On Insurance Phone Insurance,Phone Insurance,0,16,switchedoninsurance.com,,https://www.switchedoninsurance.com/?source=Compare100.com,
po-ferries-ferry-tickets,P&amp;O Ferries Ferry Tickets: Your Smooth Gateway to Europe &amp; Beyond in 2025,Ferry Tickets,0,15,poferries.com,,https://www.poferries.com/?source=Compare100.com,
hiscox-tradesman-insurance-review,Hiscox Tradesman Insurance,Tradesman Insurance,0,13,hiscox.co.uk,,https://www.hiscox.co.uk/business-insurance/build-my-cover?source=Compare100.com,
secret-flight-club-cheap-flights,Secret Flight Club Cheap Flights,Cheap Flights,0,13,assets.ikhnaie.link,,https://assets.ikhnaie.link/click.html?wglinkid=4151711&wgcampaignid=122991,
british-gas-dual-fuel,British Gas Dual Fuel,Dual Fuel,0,13,refer.britishgas.co.uk,,https://refer.britishgas.co.uk/andrewk-3158t,
direct-ferries-ferry-tickets,Direct Ferries Ferry Tickets,Ferry Tickets,0,12,directferries.co.uk,,https://www.directferries.co.uk/?source=Compare100.com,
argos-gaming-and-accessories,Argos Gaming and Accessories,Gaming and Accessories,0,12,argos.co.uk,,https://www.argos.co.uk/browse/technology/video-games-and-consoles/c:29993/?source=Compare100.com,
musicmagpie-recycle-your-phone,MusicMagpie Recycle Your Phone,Recycle Your Phone,0,11,musicmagpie.co.uk,,https://www.musicmagpie.co.uk/?source=Compare100.com,
sainsburys-groceries,Sainsbury's Groceries,Groceries,0,11,sainsburys.co.uk,,https://www.sainsburys.co.uk/shop/gb/groceries?source=Compare100.com,
performance-direct-motorbike-insurance-review,Performance Direct Motorbike Insurance,Motorbike Insurance,0,11,performancedirect.co.uk,,https://www.performancedirect.co.uk/motorcycle-insurance/?source=Compare100.com,
hotelplanner-hotels,HotelPlanner Hotels,Hotels,0,10,assets.ikhnaie.link,,https://assets.ikhnaie.link/click.html?wglinkid=4680888&wgcampaignid=122991,
three-new-phone-contract,Three New Phone Contract,New Phone Contract,0,9,three.co.uk,,https://www.three.co.uk/?source=Compare100.com,
vodafone-business-mobiles,Vodafone Business Mobiles,Business Mobiles,0,9,vodafone.co.uk,,https://www.vodafone.co.uk/business/?source=Compare100.com,
tyres-net,Tyres.Net,Tyres,0,9,awin1.com,Awin,https://www.awin1.com/cread.php?s=3743866&v=12715&q=501196&r=1384599,
hostelling-international-hostels,Hostelling International Hostels,Hostels,0,8,hihostels.com,,https://www.hihostels.com/?source=Compare100.com,
voxi-sim-only,Voxi SIM Only,SIM Only,0,8,voxi.co.uk,,https://www.voxi.co.uk/?source=Compare100.com,
id-mobile-sim-only,iD Mobile SIM Only,SIM Only,0,8,idmobile.co.uk,,https://www.idmobile.co.uk/?source=Compare100.com,
avonline-broadband-satellite-internet,Avonline Broadband Satellite Internet,Satellite Internet,0,8,avonlinebroadband.com,,https://avonlinebroadband.com/?source=Compare100.com,
john-lewis-smart-home,John Lewis Smart Home,Smart Things,0,8,johnlewis.com,,https://www.johnlewis.com/browse/electricals/smart-home/_/N-1z13rfs?source=Compare100.com,
simply-business-tradesman-insurance-review,Simply Business Tradesman Insurance,Tradesman Insurance,0,8,simplybusiness.co.uk,,https://www.simplybusiness.co.uk/business-insurance/tradesman-insurance/?source=Compare100.com,
utility-warehouse-dual-fuel,Utility Warehouse Dual Fuel,Dual Fuel,0,8,uw.co.uk,,https://uw.co.uk/ref/v2/partner/N36608,
we-buy-any-car-sell-your-car,"We Buy Any Car, Sell Your Car",Sell Your Car,0,7,webuyanycar.com,,https://www.webuyanycar.com/?source=Compare100.com,
mymoneycomparison-com-life-insurance,MyMoneyComparison.com Life Insurance,Life Insurance,0,7,mymoneycomparison.com,,https://www.mymoneycomparison.com/?awc=22605_1745501775_9f6a5c77191d4282eab94753ae475d28,
home-emergency-assist-plumbing-insurance,Home Emergency Assist Plumbing Insurance,Plumbing Insurance,0,7,awin1.com,Awin,https://www.awin1.com/cread.php?s=3179404&v=31950&q=441083&r=1384599,
hotels-com-hotels,Hotels.com Hotels,Hotels,0,6,hotels.com,,https://www.hotels.com/?source=Compare100.com,
waterways-holidays-uk-boating-holidays,Waterways Holidays UK Boating Holidays: Explore 40+ UK Waterways with No Experience Needed in 2025,UK Boating Holidays,0,6,waterwaysholidays.com,,https://www.waterwaysholidays.com/?source=Compare100.com,
bt-broadband,BT Broadband,Broadband,0,6,bt.com,,https://www.bt.com/?source=Compare100.com,
game-over-bean-bags,Game Over Bean Bags – Gaming Seating for Comfort &amp; Support,Gaming and Accessories,0,6,awin1.com,Awin,https://www.awin1.com/cread.php?s=3242771&v=37282&q=447932&r=1384599,
breeze-esim-review,breeze eSIM Review: Travel Data Plans You Can Set Up in Minutes,SIM Only,0,6,awin1.com,Awin,https://www.awin1.com/cread.php?s=3668466&v=84567&q=493251&r=1384599,
mytyres,MyTyres,Tyres,0,5,mytyres.co.uk,,https://www.mytyres.co.uk/?source=Compare100.com,
quotezone-tradesman-insurance-review,Quotezone.co.uk Tradesman Insurance,Tradesman Insurance,0,5,quotezone.co.uk,,https://www.quotezone.co.uk/SetAffiliate.php?aid=E5W0C8-003&type=generic,
stena-line-ferry-tickets,Stena Line Ferry Tickets,Ferry Tickets,0,4,stenaline.co.uk,,https://www.stenaline.co.uk/?source=Compare100.com,
amazon-childrens-fashion,Amazon Children's Fashion,Children's Fashion,0,4,amzn.to,,https://amzn.to/42TxaH0,
currys-smart-tech,Currys Smart Tech,Smart Things,0,4,currys.co.uk,,https://www.currys.co.uk/smart-tech?source=Compare100.com,
eurocamp-campsites-and-resorts,Eurocamp Campsites and Resorts,Campsites and Resorts,0,3,eurocamp.co.uk,,https://www.eurocamp.co.uk/?source=Compare100.com,
ee-business-mobiles,EE Business Mobiles,Business Mobiles,0,3,business.ee.co.uk,,https://business.ee.co.uk/?source=Compare100.com,
hey-broadband,Hey Broadband,Broadband,0,3,awin1.com,Awin,https://www.awin1.com/cread.php?s=3862115&v=51115&q=512156&r=1384599,
auto-trader-sell-my-car,Auto Trader Sell My Car,Sell Your Car,0,3,autotrader.co.uk,,https://www.autotrader.co.uk/sell-my-car?source=Compare100.com,
hpi-checks,HPI Checks,HPI Checks,0,3,hpicheck.com,,https://www.hpicheck.com/?source=Compare100.com,
ocado-groceries,Ocado Groceries,Groceries,0,3,ocado.com,,https://www.ocado.com/?source=Compare100.com,
compare-boat-insurance-review,Compare-Boat-Insurance.co.uk Boat Insurance,Boat Insurance,0,3,compare-boat-insurance.co.uk,,https://www.compare-boat-insurance.co.uk/?source=Compare100.com,
cruise-critic-worldwide-cruises,Cruise Critic Worldwide Cruises: Your Essential Guide to Reviews &amp; Deals in 2025,Worldwide Cruises,0,2,cruisecritic.co.uk,,https://www.cruisecritic.co.uk/?source=Compare100.com,
edf-energy-business-dual-fuel,EDF Energy Business Dual Fuel,Business Dual Fuel,0,2,edfenergy.com,,https://www.edfenergy.com/business?source=Compare100.com,
ebuyer-computers,Ebuyer Computers,Computers,0,2,assets.ikhnaie.link,,https://assets.ikhnaie.link/click.html?wglinkid=3530831&wgcampaignid=122991&js=0,
sixt-holiday-car-hire,Sixt Holiday Car Hire,Holiday Car Hire,0,1,sixt.com,,https://www.sixt.com/?source=Compare100.com,
lebara-sim-only,Lebara SIM Only,SIM Only,0,1,mobile.lebara.com,,https://mobile.lebara.com/gb/en/?source=Compare100.com,
talktalk-broadband,TalkTalk Broadband,Broadband,0,1,talktalk.co.uk,,https://www.talktalk.co.uk/?source=Compare100.com,
scottish-power-business-dual-fuel,Scottish Power Business Dual Fuel,Business Dual Fuel,0,1,scottishpower.co.uk,,https://www.scottishpower.co.uk/business?source=Compare100.com,
totalenergies-business-dual-fuel,TotalEnergies Business Dual Fuel,Business Dual Fuel,0,1,business.totalenergies.uk,,https://business.totalenergies.uk/?source=Compare100.com,
the-battery-guys-vehicle-parts,The Battery Guys Vehicle Parts,Vehicle Parts,0,1,paidonresults.net,,https://www.paidonresults.net/c/18714/1/1134/0,
tesco-groceries,Tesco Groceries,Groceries,0,1,tesco.com,,https://www.tesco.com/groceries/?source=Compare100.com,
mymoneycomparison-breakdown-insurance-review,MyMoneyComparison.com Breakdown Insurance,Breakdown Insurance,0,1,awin1.com,Awin,https://www.awin1.com/cread.php?s=3147858&v=22605&q=408848&r=1384599,
business-mobiles-deals,BusinessMobiles.com Deals – Business Mobile Contracts &amp; Upgrades,Business Mobiles,0,1,awin1.com,Awin,https://www.awin1.com/cread.php?s=3428472&v=53829&q=469050&r=1384599,
compare-your-travel-insurance,Compare Your Travel Insurance Review: Compare Quotes Fast in the UK,Travel Insurance,0,1,awin1.com,Awin,https://www.awin1.com/cread.php?s=3666522&v=80595&q=493129&r=1384599,
momondo-cheap-flights,Momondo Cheap Flights,Cheap Flights,0,0,momondo.com,,https://www.momondo.com/?source=Compare100.com,
booking-com-hotels,Booking.com Hotels,Hotels,0,0,booking.com,,https://www.booking.com/?source=Compare100.com,
expedia-hotels,Expedia Hotels,Hotels,0,0,expedia.com,,https://www.expedia.com/?source=Compare100.com,
backpackers-com-hostels,Backpackers.com Hostels,Hostels,0,0,backpackers.com,,https://www.backpackers.com/?source=Compare100.com,
catered-ski-chalets-hostels,Catered Ski Chalets Hostels,Hostels,0,0,cateredskichalets.com,,https://www.cateredskichalets.com/all-inclusive-cateredchalet/?tt=1992_1000686_119031_&r=,
pitchup-campsites-and-resorts,Pitchup Campsites and Resorts,Campsites and Resorts,0,0,pitchup.com,,https://www.pitchup.com/?source=Compare100.com,
campsites-co-uk-campsites-and-resorts,Campsites.co.uk Campsites and Resorts,Campsites and Resorts,0,0,campsites.co.uk,,https://www.campsites.co.uk/?source=Compare100.com,
gusto-camp-campsites-and-resorts,Gusto Camp Campsites and Resorts,Campsites and Resorts,0,0,deals.gustocamp.co.uk,,https://deals.gustocamp.co.uk/c?c=1335&m=2429604&a=119031&r=&u=,
rentalcars-com-holiday-car-hire,Rentalcars.com Holiday Car Hire,Holiday Car Hire,0,0,rentalcars.com,,https://www.rentalcars.com/?source=Compare100.com,
europcar-holiday-car-hire,Europcar Holiday Car Hire,Holiday Car Hire,0,0,europcar.com,,https://www.europcar.com/?source=Compare100.com,
avis-holiday-car-hire,Avis Holiday Car Hire,Holiday Car Hire,0,0,avis.co.uk,,https://www.avis.co.uk/?source=Compare100.com,
po-cruises-worldwide-cruises,P&amp;O Cruises Worldwide Cruises: Luxurious Sea Journeys &amp; Tailored Experiences in 2025,Worldwide Cruises,0,0,pocruises.com,,https://www.pocruises.com/?source=Compare100.com,
royal-caribbean-worldwide-cruises,Royal Caribbean Worldwide Cruises: Your Ultimate Adventure for Global Exploration in 2025,Worldwide Cruises,0,0,royalcaribbean.com,,https://www.royalcaribbean.com/?source=Compare100.com,
msc-cruises-worldwide-cruises,MSC Cruises Worldwide Cruises: Elegant Voyages &amp; Family Adventures in 2025,Worldwide Cruises,0,0,msccruises.co.uk,,https://www.msccruises.co.uk/?source=Compare100.com,
national-rail-train-tickets,National Rail Train Tickets,Train Tickets,0,0,nationalrail.co.uk,,https://www.nationalrail.co.uk/?source=Compare100.com,
lner-train-tickets,LNER Train Tickets,Train Tickets,0,0,lner.co.uk,,https://www.lner.co.uk/?source=Compare100.com,
eurostar-train-tickets,Eurostar Train Tickets,Train Tickets,0,0,eurostar.com,,https://www.eurostar.com/?source=Compare100.com,
vodafone-new-phone-contract,Vodafone New Phone Contract,New Phone Contract,0,0,vodafone.co.uk,,https://www.vodafone.co.uk/?source=Compare100.com,
o2-new-phone-contract,O2 New Phone Contract,New Phone Contract,0,0,o2.co.uk,,https://www.o2.co.uk/?source=Compare100.com,
giffgaff-sim-only,giffgaff SIM Only,SIM Only,0,0,giffgaff.com,,https://www.giffgaff.com/?source=Compare100.com,
smarty-sim-only,Smarty SIM Only,SIM Only,0,0,smarty.co.uk,,https://smarty.co.uk/?source=Compare100.com,
mobiles-co-uk-no-contract-phones,Mobiles.co.uk No Contract Phones,Just Phones,0,0,mobiles.co.uk,,https://www.mobiles.co.uk/?source=Compare100.com,
o2-business-mobiles,O2 Business Mobiles,Business Mobiles,0,0,o2.co.uk,,https://www.o2.co.uk/business/?source=Compare100.com,
virgin-media-broadband,Virgin Media Broadband,Broadband,0,0,virginmedia.com,,https://www.virginmedia.com/?source=Compare100.com,
sky-broadband,Sky Broadband,Broadband,0,0,sky.com,,https://www.sky.com/broadband?source=Compare100.com,
british-gas-business-dual-fuel,British Gas Business Dual Fuel,Business Dual Fuel,0,0,britishgas.co.uk,,https://www.britishgas.co.uk/business?source=Compare100.com,
octopus-energy-business-dual-fuel,Octopus Energy Business Dual Fuel,Business Dual Fuel,0,0,octopus.energy,,https://octopus.energy/business/?source=Compare100.com,
euro-car-parts-vehicle-parts,Euro Car Parts Vehicle Parts,Vehicle Parts,0,0,eurocarparts.com,,https://www.eurocarparts.com/?source=Compare100.com,
ebc-brakes-vehicle-parts,EBC Brakes Vehicle Parts,Vehicle Parts,0,0,scripts.affiliatefuture.com,,https://scripts.affiliatefuture.com/AFClick.asp?affiliateID=252689&merchantID=353&programmeID=1242&mediaID=-1&tracking=&afsource=20&url=,
online-car-parts-uk-vehicle-parts,Online Car Parts UK Vehicle Parts,Vehicle Parts,0,0,assets.ikhnaie.link,,https://assets.ikhnaie.link/click.html?wglinkid=5523008&wgcampaignid=122991&js=0,
buy-car-parts-vehicle-parts,Buy Car Parts Vehicle Parts,Vehicle Parts,0,0,assets.ikhnaie.link,,https://assets.ikhnaie.link/click.html?wglinkid=5514058&wgcampaignid=122991&js=0,
motorway-sell-your-car,Motorway Sell Your Car,Sell Your Car,0,0,motorway.co.uk,,https://www.motorway.co.uk/?source=Compare100.com,
vauxhall-new-cars,Vauxhall New Cars,New Cars,0,0,vauxhall.co.uk,,https://www.vauxhall.co.uk/?source=Compare100.com,
audi-new-cars,Audi New Cars,New Cars,0,0,audi.co.uk,,https://www.audi.co.uk/?source=Compare100.com,
ford-new-cars,Ford New Cars,New Cars,0,0,ford.co.uk,,https://www.ford.co.uk/?source=Compare100.com,
mercedes-benz-new-cars,Mercedes-Benz New Cars,New Cars,0,0,mercedes-benz.co.uk,,https://www.mercedes-benz.co.uk/?source=Compare100.com,
nissan-new-cars,Nissan New Cars,New Cars,0,0,nissan.co.uk,,https://www.nissan.co.uk/?source=Compare100.com,
volkswagen-new-cars,Volkswagen New Cars,New Cars,0,0,volkswagen.co.uk,,https://www.volkswagen.co.uk/?source=Compare100.com,
toyota-new-cars,Toyota New Cars,New Cars,0,0,toyota.co.uk,,https://www.toyota.co.uk/?source=Compare100.com,
tesla-new-cars,Tesla New Cars,New Cars,0,0,tesla.com,,https://www.tesla.com/en_gb?source=Compare100.com,
auto-trader-cars-for-sale,Auto Trader Cars for Sale,Cars for Sale,0,0,autotrader.co.uk,,https://www.autotrader.co.uk/?source=Compare100.com,
total-car-check,Total Car Check,HPI Checks,0,0,totalcarcheck.co.uk,,https://totalcarcheck.co.uk/?source=Compare100.com,
zara-womens-fashion,Zara Women's Fashion,Women's Fashion,0,0,zara.com,,https://www.zara.com/uk/?source=Compare100.com,
hm-womens-fashion,H&amp;M Women's Fashion,Women's Fashion,0,0,www2.hm.com,,https://www2.hm.com/en_gb/index.html?source=Compare100.com,
missguided-womens-fashion,Missguided Women's Fashion,Women's Fashion,0,0,missguided.co.uk,,https://www.missguided.co.uk/?source=Compare100.com,
boohoo-womens-fashion,Boohoo Women's Fashion,Women's Fashion,0,0,boohoo.com,,https://www.boohoo.com/?source=Compare100.com,
amazon-womens-fashion,Amazon Women's Fashion,Women's Fashion,0,0,amzn.to,,https://amzn.to/4jBQdwI,
asos-womens-fashion,ASOS Women's Fashion,Women's Fashion,0,0,asos.com,,https://www.asos.com/?source=Compare100.com,
gap-kids-childrens-fashion,Gap Kids Children's Fashion,Children's Fashion,0,0,gap.co.uk,,https://www.gap.co.uk/kids?source=Compare100.com,
jojo-maman-bebe-childrens-fashion,JoJo Maman Bébé Children's Fashion,Children's Fashion,0,0,jojomamanbebe.co.uk,,https://www.jojomamanbebe.co.uk/?source=Compare100.com,
vertbaudet-childrens-fashion,Vertbaudet Children's Fashion,Children's Fashion,0,0,vertbaudet.co.uk,,https://www.vertbaudet.co.uk/?source=Compare100.com,
next-childrens-fashion,Next Children's Fashion,Children's Fashion,0,0,next.co.uk,,https://www.next.co.uk/?source=Compare100.com,
river-island-mens-fashion,River Island Men's Fashion,Men's Fashion,0,0,riverisland.com,,https://www.riverisland.com/?source=Compare100.com,
burton-mens-fashion,Burton Men's Fashion,Men's Fashion,0,0,burton.co.uk,,https://www.burton.co.uk/?source=Compare100.com,
asos-mens-fashion,ASOS Men's Fashion,Men's Fashion,0,0,asos.com,,https://www.asos.com/men/?source=Compare100.com,
argos-televisions,Argos Televisions,Televisions,0,0,argos.co.uk,,https://www.argos.co.uk/?source=Compare100.com,
samsung-uk-televisions,Samsung UK Televisions,Televisions,0,0,samsung.com,,https://www.samsung.com/uk/?source=Compare100.com,
lg-uk-televisions,LG UK Televisions,Televisions,0,0,lgelec.prf.hn,Partnerize,https://lgelec.prf.hn/click/camref:1011l5haSW/creativeref:1101l81587,
amazon-televisions,Amazon Televisions,Televisions,0,0,amzn.to,,https://amzn.to/42B1OpV,
hp-uk-computers,HP UK Computers,Computers,0,0,hp.com,,https://www.hp.com/gb-en/home.html?source=Compare100.com,
lenovo-uk-computers,Lenovo UK Computers,Computers,0,0,lenovo.com,,https://www.lenovo.com/gb/en/?source=Compare100.com,
dell-uk-computers,Dell UK Computers,Computers,0,0,dell.com,,https://www.dell.com/en-uk?source=Compare100.com,
amazon-computers,Amazon Computers,Computers,0,0,amzn.to,,https://amzn.to/44gyiXM,
currys-gaming-and-accessories,Currys Gaming and Accessories,Gaming and Accessories,0,0,currys.co.uk,,https://www.currys.co.uk/gaming?source=Compare100.com,
razer-gaming-and-accessories,Razer Gaming and Accessories,Gaming and Accessories,0,0,razer.com,,https://www.razer.com/gb-en/?source=Compare100.com,
logitech-g-gaming-and-accessories,Logitech G Gaming and Accessories,Gaming and Accessories,0,0,logitechg.com,,https://www.logitechg.com/en-gb?source=Compare100.com,
game-gaming-and-accessories,GAME Gaming and Accessories,Gaming and Accessories,0,0,game.co.uk,,https://www.game.co.uk/?source=Compare100.com,
superdrug-health-and-beauty,Superdrug Health and Beauty,Health and Beauty,0,0,superdrug.com,,https://www.superdrug.com/?source=Compare100.com,
lookfantastic-health-and-beauty,Lookfantastic Health and Beauty,Health and Beauty,0,0,lookfantastic.com,,https://www.lookfantastic.com/?source=Compare100.com,
cult-beauty-health-and-beauty,Cult Beauty Health and Beauty,Health and Beauty,0,0,cultbeauty.co.uk,,https://www.cultbeauty.co.uk/?source=Compare100.com,
the-body-shop-health-and-beauty,The Body Shop Health and Beauty,Health and Beauty,0,0,thebodyshop.com,,https://www.thebodyshop.com/en-gb/?source=Compare100.com,
boots-health-and-beauty,Boots Health and Beauty,Health and Beauty,0,0,boots.com,,https://www.boots.com/?source=Compare100.com,
made-com-furniture,Made.com Furniture,Furniture,0,0,made.com,,https://www.made.com/?source=Compare100.com,
wayfair-furniture,Wayfair Furniture,Furniture,0,0,wayfair.co.uk,,https://www.wayfair.co.uk/?source=Compare100.com,
dunelm-furniture,Dunelm Furniture,Furniture,0,0,dunelm.com,,https://www.dunelm.com/?source=Compare100.com,
amazon-furniture,Amazon Furniture,Furniture,0,0,amzn.to,,https://amzn.to/3YUiS7L,
google-store-smart-things,Google Store Smart Things,Smart Things,0,0,store.google.com,,https://store.google.com/gb/?source=Compare100.com,
philips-hue-smart-things,Philips Hue Smart Things,Smart Things,0,0,philips-hue.com,,https://www.philips-hue.com/en-gb?source=Compare100.com,
waitrose-groceries,Waitrose Groceries,Groceries,0,0,waitrose.com,,https://www.waitrose.com/?source=Compare100.com,
trainline-train-tickets,Trainline Train Tickets,Train Tickets,0,0,thetrainline.com,,https://www.thetrainline.com/?source=Compare100.com,
amazon-groceries,Amazon Groceries,Groceries,0,0,amzn.to,,https://amzn.to/4jwzJ93,
fitbit-fitness-wearables,Fitbit Fitness &amp; Wearables,Fitness &amp; Wearables,0,0,fitbit.com,,https://www.fitbit.com/gb/home?source=Compare100.com,
apple-watch-fitness-wearables,Apple Watch Fitness &amp; Wearables,Fitness &amp; Wearables,0,0,apple.com,,https://www.apple.com/uk/watch/?source=Compare100.com,
samsung-wearables-fitness-wearables,Samsung Wearables Fitness &amp; Wearables,Fitness &amp; Wearables,0,0,samsung.com,,https://www.samsung.com/uk/wearables/?source=Compare100.com,
polar-fitness-wearables,Polar Fitness &amp; Wearables,Fitness &amp; Wearables,0,0,polar.com,,https://www.polar.com/uk-en?source=Compare100.com,
garmin-fitness-wearables,Garmin Fitness &amp; Wearables,Fitness &amp; Wearables,0,0,garmin.com,,https://www.garmin.com/en-GB/?source=Compare100.com,
amazon-fitness-wearables,Amazon Fitness &amp; Wearables,Fitness &amp; Wearables,0,0,amzn.to,,https://amzn.to/44gyAxQ,
branded-beauty-luxe-beauty-deals,Branded Beauty - Luxe Beauty Deals,Health and Beauty,0,0,awin1.com,Awin,https://www.awin1.com/cread.php?s=3352919&v=48313&q=460413&r=1384599,
trip-com-global-hotel-deals,Trip.com – Global Hotel Deals,Hotels,0,0,clk.omgt3.com,,https://clk.omgt3.com/?PID=54862&AID=515880,
amazon-gaming-and-accessories,Amazon Gaming and Accessories,Gaming and Accessories,0,0,amzn.to,,https://amzn.to/3GvGnxO,
amazon-health-and-beauty,Amazon Health and Beauty,Health and Beauty,0,0,amzn.to,,https://amzn.to/4jEOkj2,
amazon-smart-things,Amazon Smart Things,Smart Things,0,0,amzn.to,,https://amzn.to/42Bl4n2,
skyscanner-cheap-flights,Skyscanner Cheap Flights,Cheap Flights,0,0,skyscanner.net,,https://www.skyscanner.net/?source=Compare100.com,
kayak-cheap-flights,Kayak Cheap Flights,Cheap Flights,0,0,kayak.com,,https://www.kayak.com/?source=Compare100.com,
google-flights-cheap-flights,Google Flights Cheap Flights,Cheap Flights,0,0,google.com,,https://www.google.com/flights?source=Compare100.com,
airport-lounges-airport-lounge,Airport Lounges Airport Lounge,Airport Lounge,0,0,airportlounges.com,,https://www.airportlounges.com/?source=Compare100.com,
dragonpass-airport-lounge,DragonPass Airport Lounge,Airport Lounge,0,0,dragonpass.com,,https://www.dragonpass.com/?source=Compare100.com,
loungepass-com-airport-lounge,Loungepass.com Airport Lounge,Airport Lounge,0,0,paidonresults.net,,https://www.paidonresults.net/c/18714/30/88/0,
brittany-ferries-ferry-tickets,Brittany Ferries Ferry Tickets – UK to France &amp; Spain,Ferry Tickets,0,0,brittany-ferries.co.uk,,https://www.brittany-ferries.co.uk/?source=Compare100.com,
samboat-boat-rental,"SamBoat Boat Rental: Hire a Yacht, Catamaran or Motorboat Worldwide",UK Boating Holidays,0,0,awin1.com,Awin,https://www.awin1.com/cread.php?s=3209902&v=32677&q=444285&r=1384599,
quick-mortgages,Quick Mortgages Review: Compare UK Mortgage Deals and Get Advice,Mortgage Deals,0,0,clk.omgt1.com,Optimise,https://clk.omgt1.com/?AID=515880&PID=56474,
